P1,P2,Output
"('Certified', False)","('Style_Description', 'SEL Auto')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Ext_Color_Generic', 'Silver')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Ext_Color_Code', 'Y8')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Int_Color_Generic', 'Gray')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Int_Color_Code', 'P1')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Int_Upholstery', '{feature')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Engine_Block_Type', 'I')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Engine_Aspiration_Type', 'Sequential MPI')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Engine_Description', 'Regular Unleaded I-4 2.0 L/122')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Transmission_Speed', 6.0)",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Transmission_Description', '6-Speed Automatic w/OD')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Drivetrain', 'FWD')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Fuel_Type', 'Gasoline Fuel')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('CityMPG', 28.0)",M4A5XPBCYH2HH2NXT
"('Certified', False)","('HighwayMPG', 37.0)",M4A5XPBCYH2HH2NXT
"('Certified', False)","('EPAClassification', 'Midsize Cars')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Wheelbase_Code', 106.3)",M4A5XPBCYH2HH2NXT
"('Certified', False)","('Internet_Price', 0)",M4A5XPBCYH2HH2NXT
"('Certified', False)","('MarketClass', '4-door Mid-Size Passenger Car')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('PassengerCapacity', 5)",M4A5XPBCYH2HH2NXT
"('Certified', False)","('ExtColorHexCode', 'ADADB0')",M4A5XPBCYH2HH2NXT
"('Certified', False)","('EngineDisplacementCubicInches', 122)",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Style_Description', 'SEL Auto')",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Ext_Color_Generic', 'Silver')",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Ext_Color_Code', 'Y8')",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Int_Color_Generic', 'Gray')",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Int_Color_Code', 'P1')",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Int_Upholstery', '{feature')",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Engine_Block_Type', 'I')",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Engine_Aspiration_Type', 'Sequential MPI')",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Engine_Description', 'Regular Unleaded I-4 2.0 L/122')",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Transmission_Speed', 6.0)",M4A5XPBCYH2HH2NXT
"('Options', 'AM/FM radio: SiriusXM,Air Conditioning,Rear window defroster,Power steering,Power windows,Remote keyless entry,Steering wheel mounted audio controls,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Dual front impact airbags,Dual front side impact airbags,Front anti-roll bar,Front wheel independent suspension,Knee airbag,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Delay-off headlights,Fully automatic headlights,Panic alarm,Security system,Speed control,Bumpers: body-color,Heated door mirrors,Power door mirrors,Apple CarPlay & Android Auto,Driver door bin,Driver vanity mirror,Front reading lights,Illuminated entry,Outside temperature display,Overhead console,Passenger vanity mirror,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Front Bucket Seats,Front Center Armrest,Split folding rear seat,Passenger door bin,Alloy wheels,Variably intermittent wipers,GRAY  PREMIUM CLOTH SEAT TRIM,SYMPHONY SILVER,OPTION GROUP 01,Front Wheel Drive,Power Steering,ABS,4-Wheel Disc Brakes,Brake Assist,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Heated Mirrors,Power Mirror(s),Rear Defrost,Intermittent Wipers,Variable Speed Intermittent Wipers,Daytime Running Lights,Automatic Headlights,AM/FM Stereo,Satellite Radio,MP3 Capability,Bluetooth Connection,Auxiliary Audio Input,HD Radio,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Bucket Seats,Pass-Through Rear Seat,Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Keyless Entry,Power Door Locks,Remote Trunk Release,Cruise Control,A/C,Cloth Seats,Driver Vanity Mirror,Passenger Vanity Mirror,Power Windows,Power Door Locks,Trip Computer,Security System,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Front Collision Mitigation,Driver Monitoring,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Knee Air Bag,Child Safety Locks,Back-Up Camera')","('Transmission_Description', '6-Speed Automatic w/OD')",M4A5XPBCYH2HH2NXT
